filename,width,height,class,xmin,ymin,xmax,ymax,image_id
./Dataset/blob/forceTrain/oleg_frame0313.jpg,640,480,robot,184,179,249,219,26
./Dataset/blob/forceTrain/oleg_frame0313.jpg,640,480,ball,292,181,329,217,26
./Dataset/blob/forceTrain/oleg_frame0313.jpg,640,480,goalpost,10,67,15,158,26
./Dataset/blob/forceTrain/2019-07-05-01-22-52-598.png,640,480,ball,180,349,220,389,27
./Dataset/blob/forceTrain/2019-07-05-01-22-52-598.png,640,480,goalpost,349,4,389,64,27
./Dataset/blob/forceTrain/2019-07-05-01-22-52-598.png,640,480,robot,572,157,612,217,27
./Dataset/blob/forceTrain/2019-07-05-01-22-52-598.png,640,480,goalpost,280,17,302,65,27
./Dataset/blob/forceTrain/2019-07-05-01-22-52-598.png,640,480,robot,326,26,345,66,27
./Dataset/blob/forceTrain/oleg_frame0379r.jpg,640,480,ball,284,238,334,287,28
./Dataset/blob/forceTrain/oleg_frame0379r.jpg,640,480,robot,198,225,282,285,28
./Dataset/blob/forceTrain/oleg_frame0379r.jpg,640,480,goalpost,7,117,13,162,28
./Dataset/blob/forceTrain/sydney_2019-07-02-05-54-15.png,640,480,ball,396,277,446,327,29
./Dataset/blob/forceTrain/sydney_2019-07-02-05-54-15.png,640,480,goalpost,128,285,134,388,29
./Dataset/blob/forceTrain/oleg_frame0417r.jpg,640,480,robot,260,380,344,440,30
./Dataset/blob/forceTrain/oleg_frame0350s.jpg,640,480,ball,272,397,340,461,31
./Dataset/blob/forceTrain/oleg_frame0350s.jpg,640,480,robot,350,255,418,297,31
./Dataset/blob/forceTrain/oleg_frame0350s.jpg,640,480,goalpost,352,24,357,54,31
./Dataset/blob/forceTrain/2019-07-03-06-51-56-077.png,640,480,ball,309,204,349,244,32
./Dataset/blob/forceTrain/2019-07-03-06-51-56-077.png,640,480,ball,101,97,141,137,32
./Dataset/blob/forceTrain/2019-07-03-06-51-56-077.png,640,480,robot,441,234,481,294,32
./Dataset/blob/forceTrain/2019-07-03-06-51-56-077.png,640,480,robot,376,120,416,180,32
./Dataset/blob/forceTrain/sydney_2019-07-02-05-56-26.png,640,480,robot,571,176,595,203,33
./Dataset/blob/forceTrain/sydney_2019-07-02-05-56-26.png,640,480,ball,331,155,340,163,33
./Dataset/blob/forceTrain/sydney_2019-07-02-05-56-26.png,640,480,goalpost,365,124,369,154,33
./Dataset/blob/forceTrain/sydney_2019-07-02-05-56-26.png,640,480,goalpost,294,122,298,152,33
./Dataset/blob/forceTrain/oleg_frame0912r.jpg,640,480,robot,173,422,241,470,34
./Dataset/blob/forceTrain/oleg_frame0912r.jpg,640,480,goalpost,238,82,248,143,34
./Dataset/blob/forceTrain/oleg_frame0912r.jpg,640,480,goalpost,536,133,546,194,34
./Dataset/blob/forceTrain/oleg_frame0912r.jpg,640,480,ball,300,201,343,245,34
./Dataset/blob/forceTrain/sydney_2019-07-02-05-58-58.png,640,480,ball,324,357,387,414,35
./Dataset/blob/forceTrain/sydney_2019-07-02-05-58-58.png,640,480,goalpost,63,77,69,147,35
./Dataset/blob/forceTrain/2019-07-05-00-57-05-887.png,640,480,ball,280,399,320,439,36
./Dataset/blob/forceTrain/2019-07-05-00-57-05-887.png,640,480,goalpost,196,13,236,73,36
./Dataset/blob/forceTrain/2019-07-05-00-57-05-887.png,640,480,goalpost,296,11,336,71,36
./Dataset/blob/forceTrain/2019-07-05-00-57-05-887.png,640,480,robot,90,71,130,131,36
./Dataset/blob/forceTrain/2019-07-05-00-57-05-887.png,640,480,robot,244,10,284,70,36
./Dataset/blob/forceTrain/2019-07-05-00-59-35-539.png,640,480,ball,245,235,285,275,37
./Dataset/blob/forceTrain/2019-07-05-00-59-35-539.png,640,480,goalpost,304,5,344,65,37
./Dataset/blob/forceTrain/2019-07-05-00-59-35-539.png,640,480,goalpost,200,7,240,67,37
./Dataset/blob/forceTrain/2019-07-05-00-59-35-539.png,640,480,robot,92,66,132,126,37
./Dataset/blob/forceTrain/2019-07-05-00-59-35-539.png,640,480,robot,252,7,292,67,37
./Dataset/blob/forceTrain/2019-07-05-01-23-13-638.png,640,480,ball,164,397,204,437,38
./Dataset/blob/forceTrain/2019-07-05-01-23-13-638.png,640,480,goalpost,321,12,361,72,38
./Dataset/blob/forceTrain/2019-07-05-01-23-13-638.png,640,480,goalpost,222,11,262,71,38
./Dataset/blob/forceTrain/2019-07-05-01-23-13-638.png,640,480,robot,283,13,323,73,38
./Dataset/blob/forceTrain/2019-07-03-06-51-31-515.png,640,480,ball,144,322,184,362,39
./Dataset/blob/forceTrain/2019-07-03-06-51-31-515.png,640,480,ball,320,197,360,237,39
./Dataset/blob/forceTrain/2019-07-03-06-51-31-515.png,640,480,goalpost,556,165,596,225,39
./Dataset/blob/forceTrain/2019-07-03-06-51-31-515.png,640,480,robot,87,247,142,350,39
./Dataset/blob/forceTrain/oleg_frame0373w.jpg,640,480,goalpost,105,71,111,113,40
./Dataset/blob/forceTrain/oleg_frame0373w.jpg,640,480,robot,249,156,309,201,40
./Dataset/blob/forceTrain/oleg_frame0373w.jpg,640,480,ball,308,171,337,202,40
./Dataset/blob/forceTrain/2019-07-03-06-51-54-089.png,640,480,ball,311,207,351,247,41
./Dataset/blob/forceTrain/2019-07-03-06-51-54-089.png,640,480,ball,172,101,212,141,41
./Dataset/blob/forceTrain/2019-07-03-06-51-54-089.png,640,480,goalpost,59,79,99,139,41
./Dataset/blob/forceTrain/2019-07-03-06-51-54-089.png,640,480,robot,420,203,460,263,41
./Dataset/blob/forceTrain/2019-07-05-01-28-38-859.png,640,480,goalpost,349,153,389,213,42
./Dataset/blob/forceTrain/oleg_frame0521f.jpg,640,480,ball,312,370,378,430,43
./Dataset/blob/forceTrain/oleg_frame0521f.jpg,640,480,goalpost,193,64,200,95,43
./Dataset/blob/forceTrain/oleg_frame0521f.jpg,640,480,goalpost,375,62,382,99,43
./Dataset/blob/forceTrain/oleg_frame0521f.jpg,640,480,robot,515,291,571,346,43
./Dataset/blob/forceTrain/frame0190_dropin.jpg,640,480,goalpost,167,183,179,223,44
./Dataset/blob/forceTrain/frame0190_dropin.jpg,640,480,goalpost,292,121,332,154,44
./Dataset/blob/forceTrain/frame0190_dropin.jpg,640,480,robot,263,135,286,182,44
./Dataset/blob/forceTrain/2019-07-03-06-51-34-284.png,640,480,ball,278,253,318,293,45
./Dataset/blob/forceTrain/2019-07-03-06-51-34-284.png,640,480,goalpost,490,133,530,193,45
./Dataset/blob/forceTrain/2019-07-03-06-51-34-284.png,640,480,robot,460,413,500,473,45
./Dataset/blob/forceTrain/sydney_2019-07-02-05-57-16.png,640,480,ball,300,92,318,107,46
./Dataset/blob/forceTrain/sydney_2019-07-02-05-57-16.png,640,480,ball,323,206,365,249,46
./Dataset/blob/forceTrain/sydney_2019-07-02-05-57-16.png,640,480,goalpost,202,30,206,63,46
./Dataset/blob/forceTrain/sydney_2019-07-02-05-57-16.png,640,480,goalpost,274,21,278,54,46
./Dataset/blob/forceTrain/2019-07-05-01-00-00-312.png,640,480,ball,237,222,277,262,47
./Dataset/blob/forceTrain/2019-07-05-01-00-00-312.png,640,480,goalpost,60,213,100,273,47
./Dataset/blob/forceTrain/2019-07-05-01-00-00-312.png,640,480,goalpost,294,142,334,202,47
./Dataset/blob/forceTrain/2019-07-05-01-00-00-312.png,640,480,robot,187,182,227,242,47
./Dataset/blob/forceTrain/oleg_frame03655.jpg,640,480,robot,285,200,335,229,48
./Dataset/blob/forceTrain/oleg_frame03655.jpg,640,480,ball,315,201,345,232,48
./Dataset/blob/forceTrain/oleg_frame03655.jpg,640,480,goalpost,175,85,181,153,48
./Dataset/blob/forceTrain/2019-07-05-00-59-36-740.png,640,480,ball,221,175,261,215,49
./Dataset/blob/forceTrain/2019-07-05-00-59-36-740.png,640,480,goalpost,299,45,339,105,49
./Dataset/blob/forceTrain/2019-07-05-00-59-36-740.png,640,480,goalpost,194,45,234,105,49
./Dataset/blob/forceTrain/2019-07-05-00-59-36-740.png,640,480,robot,85,100,125,160,49
./Dataset/blob/forceTrain/2019-07-05-00-59-36-740.png,640,480,robot,248,47,288,107,49
./Dataset/blob/forceTrain/frame0541_dropin.jpg,640,480,goalpost,181,227,201,282,50
./Dataset/blob/forceTrain/frame0541_dropin.jpg,640,480,goalpost,575,215,586,254,50
./Dataset/blob/forceTrain/frame0541_dropin.jpg,640,480,ball,297,352,358,411,50
./Dataset/blob/forceTrain/frame0541_dropin.jpg,640,480,robot,411,221,496,294,50
./Dataset/blob/forceTrain/2019-07-05-01-15-08-795.png,640,480,robot,195,204,260,303,51
./Dataset/blob/forceTrain/sydney_2019-07-02-05-53-43.png,640,480,goalpost,310,95,314,147,52
./Dataset/blob/forceTrain/sydney_2019-07-02-05-53-43.png,640,480,ball,244,242,295,297,52
./Dataset/blob/forceTrain/sydney_2019-07-02-05-53-43.png,640,480,goalpost,84,96,89,154,52
./Dataset/blob/forceTrain/2019-06-24-13-19-54.png,640,480,robot,527,355,577,419,53
./Dataset/blob/forceTrain/2019-06-24-13-19-54.png,640,480,robot,221,261,332,431,53
./Dataset/blob/forceTrain/2019-06-24-13-19-54.png,640,480,goalpost,407,60,428,111,53
./Dataset/blob/forceTrain/frame0555_dropin.jpg,640,480,goalpost,130,290,150,345,54
./Dataset/blob/forceTrain/frame0555_dropin.jpg,640,480,goalpost,542,190,553,229,54
./Dataset/blob/forceTrain/frame0555_dropin.jpg,640,480,ball,267,400,330,461,54
./Dataset/blob/forceTrain/frame0555_dropin.jpg,640,480,robot,381,230,466,303,54
./Dataset/blob/forceTrain/oleg_frame0326r.jpg,640,480,goalpost,63,101,68,138,55
./Dataset/blob/forceTrain/oleg_frame0326r.jpg,640,480,robot,244,176,307,212,55
./Dataset/blob/forceTrain/oleg_frame0326r.jpg,640,480,ball,311,185,344,219,55
./Dataset/blob/forceTrain/oleg_frame0277q.jpg,640,480,robot,550,268,613,308,56
./Dataset/blob/forceTrain/oleg_frame0277q.jpg,640,480,ball,335,332,395,391,56
./Dataset/blob/forceTrain/oleg_frame0277q.jpg,640,480,goalpost,282,45,290,83,56
./Dataset/blob/forceTrain/oleg_frame0277q.jpg,640,480,goalpost,478,71,485,121,56
./Dataset/blob/forceTrain/oleg_frame03311.jpg,640,480,robot,217,188,280,223,57
./Dataset/blob/forceTrain/oleg_frame03311.jpg,640,480,ball,345,221,391,268,57
./Dataset/blob/forceTrain/oleg_frame03311.jpg,640,480,goalpost,64,75,69,121,57
./Dataset/blob/forceTrain/frame0563_dropin.jpg,640,480,goalpost,115,325,135,380,58
./Dataset/blob/forceTrain/frame0563_dropin.jpg,640,480,goalpost,535,184,546,223,58
./Dataset/blob/forceTrain/frame0563_dropin.jpg,640,480,ball,280,348,342,411,58
./Dataset/blob/forceTrain/frame0563_dropin.jpg,640,480,robot,371,246,456,319,58
./Dataset/blob/forceTrain/94_diego_new.png,640,480,ball,431,183,447,201,59
./Dataset/blob/forceTrain/94_diego_new.png,640,480,goalpost,486,123,499,167,59
./Dataset/blob/forceTrain/2019-07-03-06-50-51-900.png,640,480,ball,317,227,346,255,60
./Dataset/blob/forceTrain/2019-07-03-06-50-51-900.png,640,480,ball,195,227,219,253,60
./Dataset/blob/forceTrain/2019-07-03-06-50-51-900.png,640,480,robot,148,245,183,303,60
./Dataset/blob/forceTrain/2019-07-03-06-50-51-900.png,640,480,goalpost,272,91,290,133,60
./Dataset/blob/forceTrain/sydney_2019-07-02-06-53-42.png,640,480,goalpost,400,3,405,23,61
./Dataset/blob/forceTrain/sydney_2019-07-02-06-53-42.png,640,480,ball,390,12,402,24,61
./Dataset/blob/forceTrain/sydney_2019-07-02-06-53-42.png,640,480,robot,227,75,260,102,61
./Dataset/blob/forceTrain/sydney_2019-07-02-06-53-42.png,640,480,ball,73,199,110,237,61
./Dataset/blob/forceTrain/2019-07-05-00-59-58-234.png,640,480,ball,260,168,300,208,62
./Dataset/blob/forceTrain/2019-07-05-00-59-58-234.png,640,480,goalpost,134,71,174,131,62
./Dataset/blob/forceTrain/2019-07-05-00-59-58-234.png,640,480,goalpost,362,52,402,112,62
./Dataset/blob/forceTrain/2019-07-05-00-59-58-234.png,640,480,robot,261,62,301,122,62
./Dataset/blob/forceTrain/oleg_frame0311s.jpg,640,480,goalpost,62,140,70,187,63
./Dataset/blob/forceTrain/oleg_frame0311s.jpg,640,480,ball,303,375,370,439,63
./Dataset/blob/forceTrain/oleg_frame0311s.jpg,640,480,robot,468,302,536,344,63
./Dataset/blob/forceTrain/oleg_frame0316q.jpg,640,480,robot,458,334,523,371,64
./Dataset/blob/forceTrain/oleg_frame0316q.jpg,640,480,ball,302,373,367,436,64
./Dataset/blob/forceTrain/oleg_frame0316q.jpg,640,480,goalpost,252,57,260,95,64
./Dataset/blob/forceTrain/oleg_frame0316q.jpg,640,480,goalpost,459,66,466,116,64
./Dataset/blob/forceTrain/2019-06-24-10-50-12.png,640,480,robot,239,171,279,263,65
./Dataset/blob/forceTrain/2019-06-24-10-50-12.png,640,480,goalpost,313,45,328,101,65
./Dataset/blob/forceTrain/2019-06-24-10-50-12.png,640,480,goalpost,99,84,120,134,65
./Dataset/blob/forceTrain/2019-07-05-01-01-41-184.png,640,480,ball,292,253,332,293,66
./Dataset/blob/forceTrain/2019-07-05-01-01-41-184.png,640,480,goalpost,423,168,463,228,66
./Dataset/blob/forceTrain/2019-07-05-01-01-41-184.png,640,480,robot,261,240,301,300,66
./Dataset/blob/forceTrain/2019-07-05-01-01-41-184.png,640,480,robot,355,156,395,216,66
./Dataset/blob/forceTrain/2019-07-05-01-01-41-184.png,640,480,robot,555,155,575,252,66
./Dataset/blob/forceTrain/2019-07-05-09-20-11-440.png,640,480,ball,194,378,234,418,67
./Dataset/blob/forceTrain/2019-07-05-09-20-11-440.png,640,480,goalpost,175,44,215,104,67
./Dataset/blob/forceTrain/2019-07-05-09-20-11-440.png,640,480,robot,462,100,502,160,67
./Dataset/blob/forceTrain/2019-07-05-09-20-11-440.png,640,480,robot,133,124,163,207,67
./Dataset/blob/forceTrain/2019-06-24-17-19-29.png,640,480,robot,439,275,511,357,68
./Dataset/blob/forceTrain/2019-06-24-17-19-29.png,640,480,robot,304,296,359,353,68
./Dataset/blob/forceTrain/2019-06-24-17-19-29.png,640,480,robot,21,344,74,394,68
./Dataset/blob/forceTrain/2019-06-24-17-19-29.png,640,480,robot,516,133,565,189,68
./Dataset/blob/forceTrain/2019-06-24-17-19-29.png,640,480,goalpost,438,23,451,53,68
./Dataset/blob/forceTrain/oleg_frame0383s.jpg,640,480,ball,259,358,325,420,69
./Dataset/blob/forceTrain/oleg_frame0383s.jpg,640,480,robot,402,418,470,460,69
./Dataset/blob/forceTrain/oleg_frame0383s.jpg,640,480,goalpost,433,36,438,74,69
./Dataset/blob/forceTrain/frame0003_dropin.jpg,640,480,robot,159,239,181,288,70
./Dataset/blob/forceTrain/frame0003_dropin.jpg,640,480,goalpost,194,219,207,258,70
./Dataset/blob/forceTrain/frame0003_dropin.jpg,640,480,goalpost,76,275,101,333,70
./Dataset/blob/forceTrain/frame0003_dropin.jpg,640,480,goalpost,607,230,618,266,70
./Dataset/blob/forceTrain/frame0003_dropin.jpg,640,480,ball,566,253,587,277,70
./Dataset/blob/forceTrain/oleg_frame03805.jpg,640,480,robot,240,204,312,249,71
./Dataset/blob/forceTrain/oleg_frame03805.jpg,640,480,goalpost,119,43,125,111,71
./Dataset/blob/forceTrain/2019-06-24-13-21-00.png,640,480,goalpost,412,87,421,110,72
./Dataset/blob/forceTrain/2019-06-24-13-21-00.png,640,480,robot,539,334,561,413,72
./Dataset/blob/forceTrain/2019-06-24-13-21-00.png,640,480,robot,278,354,320,421,72
./Dataset/blob/forceTrain/sydney_2019-07-02-05-57-45.png,640,480,goalpost,140,47,144,96,73
./Dataset/blob/forceTrain/sydney_2019-07-02-05-57-45.png,640,480,goalpost,241,17,245,74,73
./Dataset/blob/forceTrain/2019-07-05-01-22-30-030.png,640,480,ball,235,238,275,278,74
./Dataset/blob/forceTrain/2019-07-05-01-22-30-030.png,640,480,goalpost,1,206,8,271,74
./Dataset/blob/forceTrain/2019-07-05-01-22-30-030.png,640,480,goalpost,143,177,183,237,74
./Dataset/blob/forceTrain/2019-07-05-01-22-30-030.png,640,480,robot,100,206,140,266,74
./Dataset/blob/forceTrain/2019-07-03-06-51-27-739.png,640,480,ball,115,275,155,315,75
./Dataset/blob/forceTrain/2019-07-03-06-51-27-739.png,640,480,ball,325,188,365,228,75
./Dataset/blob/forceTrain/2019-07-03-06-51-27-739.png,640,480,goalpost,529,159,569,219,75
./Dataset/blob/forceTrain/2019-07-03-06-51-27-739.png,640,480,robot,70,226,110,333,75
./Dataset/blob/forceTrain/2019-07-05-00-59-55-721.png,640,480,ball,274,349,314,389,76
./Dataset/blob/forceTrain/2019-07-05-00-59-55-721.png,640,480,goalpost,187,74,227,134,76
./Dataset/blob/forceTrain/2019-07-05-00-59-55-721.png,640,480,goalpost,386,68,426,128,76
./Dataset/blob/forceTrain/2019-07-05-00-59-55-721.png,640,480,robot,297,73,337,133,76
./Dataset/blob/forceTrain/frame0503_dropin.jpg,640,480,robot,370,121,459,180,77
./Dataset/blob/forceTrain/frame0503_dropin.jpg,640,480,goalpost,218,134,228,176,77
./Dataset/blob/forceTrain/frame0503_dropin.jpg,640,480,goalpost,533,130,545,177,77
./Dataset/blob/forceTrain/frame0503_dropin.jpg,640,480,ball,233,389,299,454,77
./Dataset/blob/forceTrain/oleg_frame0929r.jpg,640,480,robot,123,432,191,480,78
./Dataset/blob/forceTrain/oleg_frame0929r.jpg,640,480,goalpost,206,125,216,186,78
./Dataset/blob/forceTrain/oleg_frame0929r.jpg,640,480,goalpost,551,108,561,169,78
./Dataset/blob/forceTrain/oleg_frame0929r.jpg,640,480,ball,268,253,318,305,78
./Dataset/blob/forceTrain/55_diego_new.png,640,480,ball,457,426,497,466,79
./Dataset/blob/forceTrain/55_diego_new.png,640,480,goalpost,597,97,606,146,79
./Dataset/blob/forceTrain/sydney_2019-07-02-06-01-22.png,640,480,ball,297,193,322,218,80
./Dataset/blob/forceTrain/sydney_2019-07-02-06-01-22.png,640,480,goalpost,353,74,357,109,80
./Dataset/blob/forceTrain/sydney_2019-07-02-06-01-22.png,640,480,goalpost,434,77,438,118,80
